FieldID	TRAIT_OF_INTEREST	EXCLUDED_NEALE	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link	EXCLUDED_PHARMA	EXCLUDED
2247					100631	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing	100043	Hearing difficulty/problems	498694	553540	Complete	Categorical single		Data	Primary	Unisex	3	1	100631	ACE touchscreen question Do you have any difficulty with your hearing? The option to identify oneself as completely deaf was added in 2009 alongside the introduction of the speech-in-noise test.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2247		
2257					100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Hearing	100043	Hearing difficulty/problems with background noise	501501	557174	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question Do you find it difficult to follow a conversation if there is background noise (such as TV, radio, children playing)? ~F2257~ was collected from all participants except those who indicated they were completely deaf, as defined by their answers to ~F2247~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2257		
2267					100536	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	100055	Use of sun/uv protection	498694	553540	Complete	Categorical single		Data	Primary	Unisex	3	1	100536	ACE touchscreen question Do you wear sun protection (e.g. sunscreen lotion, hat) when you spend time outdoors in the summer? If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2267		
2277					100537	UK Biobank Assessment Centre > Touchscreen > Lifestyle and environment > Sun exposure	100055	Frequency of solarium/sunlamp use	498694	553540	Complete	Integer	times/year	Data	Primary	Unisex	3	1	100537	ACE touchscreen question How many times a year would you use a solarium or sunlamp? The following checks were performed:  If answer > 9999 then rejected  If answer > 400 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2277		
2296					100539	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	100042	Falls in the last year	501631	557315	Complete	Categorical single		Data	Primary	Unisex	3	1	100539	ACE touchscreen question In the last year have you had any falls?	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2296		
2306					100540	UK Biobank Assessment Centre > Touchscreen > Health and medical history > General health	100042	Weight change compared with 1 year ago	501630	557314	Complete	Categorical single		Data	Primary	Unisex	3	1	100540	ACE touchscreen question Compared with one year ago, has your weight changed?	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2306		
2316					100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Breathing	100037	Wheeze or whistling in the chest in last year	501629	557313	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question In the last year have you ever had wheeze or whistling in the chest?	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2316		
2335					100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Chest pain	100039	Chest pain or discomfort	501627	557311	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question Do you ever have any pain or discomfort in your chest?	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2335		
2345					100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Cancer screening	100040	Ever had bowel cancer screening	501626	557310	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question Have you ever had a screening test for bowel (colorectal) cancer? (Please include tests for blood in the stool/faeces or a colonoscopy or a sigmoidoscopy) If the participant activated the Help button they were shown the message:     Screening tests for bowel or colorectal cancer include:  - FOBT (faecal occult blood test) - this is when you    are given a set of cards and asked to smear a part    of your stool on three separate occasions onto the    cards and then return the cards to be tested for    blood.  - Sigmoidoscopy - a tube is used to examine the lower    bowel. This is usually done in a doctor's office    without pain relief.  - Colonoscopy - a long tube is used the examine the    whole large bowel; you would usually have to drink    a large amount of special liquid to prepare the    bowel, and you would be given a sedative medication    for the procedure.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2345		
2355					100567	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Cancer screening	100040	Most recent bowel cancer screening	174576	191742	Complete	Integer	years	Data	Primary	Unisex	3	1	100567	ACE touchscreen question How many years ago was the most recent one of these tests? The following checks were performed:  If answer   If answer > Participants age - 5 years then rejected  If answer > 20 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.      ~F2355~ was collected from participants who indicated they have had a screening test for bowel (colorectal) cancer, as indicated by their answers to ~F2345~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2355		
2365					100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Cancer screening	100040	Ever had prostate specific antigen (PSA) test	228674	255747	Complete	Categorical single		Data	Primary	Male	3	1	100349	ACE touchscreen question Have you ever had a blood test for prostate cancer (prostate specific antigen or PSA test)? If the participant activated the Help button they were shown the message:     If you are unsure, select Do not know.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2365		
2375					100570	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Male-specific factors	100070	Relative age of first facial hair	227224	242541	Complete	Categorical single		Data	Primary	Male	3	1	100570	ACE touchscreen question When did you start to grow facial hair? If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2375	lll	
2385					100570	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Male-specific factors	100070	Relative age voice broke	227224	242541	Complete	Categorical single		Data	Primary	Male	3	1	100570	ACE touchscreen question When did your voice break? If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2385	lll	
2395					100572	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Male-specific factors	100070	Hair/balding pattern	227351	254029	Complete	Categorical single		Data	Primary	Male	3	1	100572	ACE touchscreen question Which of the following best describes your hair/balding pattern? If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.  [Illustrations presented in this question have been adapted from Giles et al. 2002 Cancer Epidemiol Biomarkers Prev]	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2395	lll	
2405					100291	UK Biobank Assessment Centre > Touchscreen > Sex-specific factors > Male-specific factors	100070	Number of children fathered	227351	254029	Complete	Integer		Data	Primary	Male	3	1	100291	ACE touchscreen question How many children have you fathered? The following checks were performed:  If answer   If answer > 200 then rejected  If answer > 15 then participant asked to confirm   If the participant activated the Help button they were shown the message:     If you are unsure, please provide an estimate or select Do not know.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2405	lll	
2415					100603	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Operations	100047	Had major operations	228673	255746	Complete	Categorical single		Data	Primary	Male	3	1	100603	ACE touchscreen question Have you had any major operations? (For example, operations that required an overnight stay in hospital) If the participant activated the Help button they were shown the message:     If you are unsure if you have had a 'major' operation select Do not know and you will be asked about this by an interviewer later during this visit.      ~F2415~ is male question equivalent of female question ~F2844~	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2415		
2443					100349	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	100044	Diabetes diagnosed by doctor	501619	557303	Complete	Categorical single		Data	Primary	Unisex	3	1	100349	ACE touchscreen question Has a doctor ever told you that you have diabetes? If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had diabetes, select Do not know and you will be asked about this by an interviewer later during this visit.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2443		
2453					100603	UK Biobank Assessment Centre > Touchscreen > Health and medical history > Medical conditions	100044	Cancer diagnosed by doctor	501619	557303	Complete	Categorical single		Data	Primary	Unisex	3	1	100603	ACE touchscreen question Has a doctor ever told you that you have had cancer? If the participant activated the Help button they were shown the message:     If you are unsure if you have been told you had cancer, select Do not know and you will be asked about this by an interviewer later during this visit.	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=2453		
