FieldID	TRAIT_OF_INTEREST	EXCLUDED	CAT_MULT_INDICATOR_FIELDS	CAT_SINGLE_TO_CAT_MULT	DATA_CODING	Path	Category	Field	Participants	Items	Stability	ValueType	Units	ItemType	Strata	Sexed	Instances	Array	Coding	Notes	Link
103000					100010	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Meat consumers	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any meat or poultry yesterday? Think about curry, stir-fry, sandwiches, pie fillings, sausages/burgers, liver, pate or mince."""""""" If the participant activated the Help feature they were shown the message:  Select which category best describes your type of meat or poultry, otherwise select the Other category. Game and offal (not liver) should be recorded in the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103000
103010					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Sausage intake	32221	36039	Complete	Categorical single	Each	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many sausages did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103010
103020					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Beef intake	69704	85875	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many servings of beef (e.g. roast, steak, mince, curry, burger) did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103020
103030					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Pork intake	28892	32037	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many servings of pork (e.g. roast, chops, sweet and sour) did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103030
103040					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Lamb intake	22841	24911	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many servings of lamb or mutton (e.g. roast, chops, stew, burger) did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103040
103050					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Crumbed or deep-fried poultry intake	13768	14481	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many servings of chicken or turkey in breadcrumbs or deep fried (e.g. nuggets, KFC) did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103050
103060					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Poultry intake	83171	107305	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many servings of chicken or turkey (e.g. roast, drumsticks, curry) did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103060
103070					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Bacon intake	37289	43199	Complete	Categorical single	Rasher	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many rashers of bacon did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103070
103080					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Ham intake	57081	71339	Complete	Categorical single	Slice	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many slices of ham, Parma ham, salami, pastrami, cured meats did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103080
103090					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Liver intake	9132	9773	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many servings of liver or liver pate did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103090
1031					100327	UK Biobank Assessment Centre > Touchscreen > Psychosocial factors > Social support	100061	Frequency of friend/family visits	498731	553577	Complete	Categorical single		Data	Primary	Unisex	3	1	100327	"ACE touchscreen question """"""""How often do you visit friends or family or have them visit you?"""""""" If the participant activated the Help button they were shown the message:     If this varies, please give an average of how often you visit or have had visits in the last year. Include meeting with friends or family in environments outside of the home such as in the park, at a sports field, at a restaurant or pub.     "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=1031
103100					100016	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Other meat intake	8736	9156	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100016	"Question asked: """"""""How many servings of other meat (e.g. duck, goose, kidney) did you have?"""""""" This question was only asked to participants who reported consuming meat or poultry."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103100
103120					100008	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Fat removed from meat	105592	152705	Complete	Categorical single		Data	Primary	Unisex	5	1	100008	"Question asked: """"""""Did you remove the fat from the beef, pork, lamb, mutton, bacon, ham or other cured meats?"""""""" This question was only asked to participants who reported consuming these types of meat."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103120
103130					100008	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Skin removed from poultry	82037	106211	Complete	Categorical single		Data	Primary	Unisex	5	1	100008	"Question asked: """"""""Did you remove the skin from the chicken or turkey?"""""""" This question was only asked to participants who reported consuming poultry. If the participant activated the Help feature they were shown the message:  N/A means Not Applicable. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103130
103140					100010	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Fish consumer	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any fish or seafood yesterday? e.g. at breakfast, takeaway with chips, smoked fish, fish pate, tuna in sandwiches."""""""" If the participant activated the Help feature they were shown the message:  Any fish or seafood used in sushi does not need to be recorded here. Sushi should have been recorded previously in the pasta and rice section. Select which category best describes the type of fish you ate, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103140
103150					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Tinned tuna intake	20557	22802	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of tinned tuna did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103150
103160					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Oily fish intake	44524	53767	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of oily fish (e.g. salmon, tinned salmon, herring, mackerel, sardines, fresh tuna steak) did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103160
103170					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Breaded fish intake	9728	10222	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of breaded fish (e.g. fish fingers) or fish cakes did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood. If the participant activated the Help feature they were shown the message:  Two fish fingers or two fish cakes count as one serving. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103170
103180					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Battered fish intake	8842	9167	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of battered fish did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103180
103190					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	White fish intake	21712	23583	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of white fish (e.g. cod, haddock, fish pie) did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103190
103200					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Prawns intake	19119	21020	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of prawns did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103200
103210					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Lobster/crab intake	2276	2345	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of lobster or crab did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103210
103220					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Shellfish intake	4830	5056	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of shellfish (e.g. mussels, scallops) did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103220
103230					100004	Online follow-up > Diet by 24-hour recall > Meat/fish yesterday	100106	Other fish intake	8119	8530	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of other fish did you have?"""""""" This question was only asked to participants who reported consuming fish or seafood."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103230
103250					100010	Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Vegetarian alternatives intake	211019	458617	Complete	Categorical single		Data	Primary	Unisex	5	1	100010	"Question asked: """"""""Did you eat any vegetarian alternatives to meat yesterday? e.g. vegetarian burgers / sausages, nut roast, tofu, soya, Quorn."""""""" If the participant activated the Help feature they were shown the message:  Select which category best describes your type of vegetarian food, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103250
103260					100004	Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Vegetarian sausages/burgers intake	3718	4215	Complete	Categorical single	Each	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many vegetarian sausages/burgers did you have?"""""""" This question was only asked to participants who reported consuming vegetarian alternatives."	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103260
103270					100004	Online follow-up > Diet by 24-hour recall > Vegetarian alternatives yesterday	100111	Tofu intake	2936	3363	Complete	Categorical single	Serving	Data	Primary	Unisex	5	1	100004	"Question asked: """"""""How many servings of tofu/tempeh/TVP/soya mince did you have?"""""""" This question was only asked to participants who reported consuming vegetarian alternatives. If the participant activated the Help feature they were shown the message:  Select which category best describes your type of vegetarian food, otherwise select the Other category. "	http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=103270
